_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2429054,4154020,2017,2017,1950,PRIVATE,08,Eglinton-Lawrence,2770 YONGE ST,4,50,2017-10-13,60,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,2,N/A,3,N/A,N/A,3,3,3,3,2,3,3,4,3,N/A,N0829,43.7188202581,-79.4011696973,312747.881,4841878.215
2429055,4155132,2017,2017,1971,PRIVATE,05,York South-Weston,65 EMMETT AVE,24,419,2017-10-13,66,Evaluation needs to be conducted in 2 years,18,4,3,3,2,3,4,2,3,3,N/A,3,4,3,4,4,3,4,4,3,N/A,W0531,43.6880415754,-79.5040797855,304455.515,4838454.156
2429056,4156136,2017,2017,1993,SOCIAL HOUSING,23,Scarborough North,2319 MCNICOLL AVE,5,130,2017-10-13,91,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,N/A,4,4,N/A,5,4,5,4,5,4,5,5,3,5,E2321,43.81394308,-79.290219554,321736.414,4852474.97
2429057,4152644,2017,2017,1958,PRIVATE,21,Scarborough Centre,1735 VICTORIA PARK AVE,4,43,2017-10-13,69,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,1,N/A,3,N/A,N/A,4,2,4,4,3,3,4,3,4,N/A,E2131,43.7375816521,-79.3075261759,320288.45,4843975.633
2429058,4152645,2017,2017,1958,PRIVATE,21,Scarborough Centre,1739 VICTORIA PARK AVE,4,43,2017-10-13,71,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,1,N/A,3,N/A,N/A,4,4,4,4,3,2,4,4,4,N/A,E2131,43.7380491988,-79.3077126,320273.313,4844027.536
2429059,4154023,2017,2017,1929,PRIVATE,08,Eglinton-Lawrence,2914 YONGE ST,5,46,2017-10-13,76,Evaluation needs to be conducted in 2 years,18,4,3,4,5,4,5,4,3,4,3,4,3,5,3,4,4,N/A,3,3,N/A,N0829,43.7221803609,-79.4019572219,312683.992,4842251.409
2429060,4154022,2017,2017,1929,PRIVATE,08,Eglinton-Lawrence,2932 YONGE ST,5,46,2017-10-13,78,Evaluation needs to be conducted in 2 years,18,4,3,4,5,4,5,4,3,4,4,4,3,5,4,4,4,N/A,3,3,N/A,N0829,43.7226217113,-79.4021353156,312669.586,4842300.422
2429061,4153174,2017,2017,1970,PRIVATE,11,University-Rosedale,15 WALMER RD,10,78,2017-10-13,61,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,N/A,3,3,3,3,2,5,3,3,3,3,3,3,N/A,S1126,43.6676214521,-79.4054920342,312405.966,4836189.727
2429062,4154886,2017,2017,1964,PRIVATE,16,Don Valley East,1840 VICTORIA PARK AVE,12,204,2017-10-13,54,Evaluation needs to be conducted in 1 year,18,3,3,4,2,3,3,3,3,3,N/A,2,3,2,3,1,2,3,3,3,N/A,N1628,43.7404974664,-79.3102350058,320069.513,4844299.041
2429063,4154885,2017,2017,1964,PRIVATE,16,Don Valley East,1850 VICTORIA PARK AVE,15,240,2017-10-13,42,Building Audit,18,2,3,3,1,1,1,2,3,3,N/A,1,3,1,3,2,2,3,2,2,N/A,N1628,43.7409546826,-79.3112631324,319986.585,4844349.647
2429064,4155136,2017,2017,1951,PRIVATE,05,York South-Weston,1693 WESTON RD,3,12,2017-10-13,53,Evaluation needs to be conducted in 1 year,14,3,2,1,3,N/A,2,N/A,3,N/A,N/A,3,1,5,3,3,2,N/A,3,3,N/A,W0527,43.6974801662,-79.5092622699,304037.854,4839502.786
2429065,4155144,2017,2017,1955,PRIVATE,05,York South-Weston,135 WOODWARD AVE,3,10,2017-10-13,60,Evaluation needs to be conducted in 1 year,16,3,2,3,4,2,2,N/A,3,N/A,3,4,3,5,3,3,2,N/A,3,3,N/A,W0525,43.7095042953,-79.5076695409,304166.41,4840838.547
2429066,4233146,2017,2017,1958,PRIVATE,21,Scarborough Centre,1731 VICTORIA PARK AVE,4,43,2017-10-13,71,Evaluation needs to be conducted in 2 years,16,3,3,4,4,4,2,N/A,3,N/A,N/A,4,3,5,4,4,3,4,4,3,N/A,E2131,43.7371060348,-79.3073327749,320304.15,4843922.831
2429067,4155915,2017,2017,1994,SOCIAL HOUSING,21,Scarborough Centre,2015 LAWRENCE AVE E,11,158,2017-10-13,67,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,3,4,3,3,N/A,3,2,5,4,3,3,N/A,4,4,N/A,E2131,43.7449592405,-79.2949788446,321297.115,4844797.638
2429068,4243767,2017,2017,1900,PRIVATE,04,Parkdale-High Park,28 MAYNARD AVE,3,20,2017-10-13,56,Evaluation needs to be conducted in 1 year,16,2,2,2,3,3,3,N/A,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,S0436,43.6380072384,-79.4380349647,309784.048,4832897.33
2429069,4225861,2017,2017,1960,PRIVATE,19,Beaches-East York,2893 ST CLAIR AVE E,3,12,2017-10-13,84,Evaluation needs to be conducted in 2 years,15,4,4,4,4,3,5,N/A,4,N/A,N/A,4,3,5,5,5,4,N/A,5,4,N/A,S1927,43.7075826149,-79.3019433825,320746.095,4840643.954
2429070,4225867,2017,2017,1960,PRIVATE,19,Beaches-East York,2897 ST CLAIR AVE E,3,12,2017-10-13,79,Evaluation needs to be conducted in 2 years,15,4,4,4,4,3,5,N/A,4,N/A,N/A,4,3,5,3,5,4,N/A,3,4,N/A,S1927,43.7076426726,-79.3016697664,320768.13,4840650.678
2429071,4155149,2017,2017,1953,PRIVATE,05,York South-Weston,145 WOODWARD AVE,3,11,2017-10-13,60,Evaluation needs to be conducted in 1 year,14,3,3,3,3,N/A,2,N/A,3,N/A,N/A,3,2,4,3,3,3,N/A,4,3,N/A,W0525,43.7098157296,-79.5063954435,304269.088,4840873.131
2429072,4155046,2017,2017,1955,PRIVATE,08,Eglinton-Lawrence,839 ROSELAWN AVE,7,36,2017-10-13,57,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,2,N/A,2,3,3,3,3,5,3,3,3,2,3,1,N/A,N0831,43.7022080434,-79.4400323266,309617.805,4840029.609
2429073,4154496,2017,2017,1968,PRIVATE,08,Eglinton-Lawrence,3000 DUFFERIN ST,18,287,2017-10-13,61,Evaluation needs to be conducted in 1 year,20,3,3,4,3,3,3,3,3,3,3,4,3,5,3,2,3,2,3,2,3,N0826,43.71108689,-79.45503098,308408.116,4841016.189
2429074,4154021,2017,2017,1929,PRIVATE,08,Eglinton-Lawrence,1 CHERITAN AVE,4,64,2017-10-13,74,Evaluation needs to be conducted in 2 years,18,3,3,4,5,3,5,4,3,4,4,5,3,5,3,4,3,N/A,3,3,N/A,N0829,43.7228926258,-79.4020952283,312672.781,4842330.522
2429075,4154761,2017,2017,1960,PRIVATE,16,Don Valley East,1 DEAUVILLE LANE,9,151,2017-10-13,78,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,4,4,4,N/A,4,4,5,4,3,4,4,4,3,N/A,N1630,43.717046695,-79.33008018,318476.117,4841691.34
2429076,4155135,2017,2017,1958,PRIVATE,05,York South-Weston,21 DENISON RD E,3,17,2017-10-13,63,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,N/A,2,N/A,N/A,3,3,3,4,3,4,N/A,4,3,N/A,W0527,43.696366279,-79.506408632,304267.6,4839379.961
2429077,4153511,2017,2017,1968,PRIVATE,13,Toronto Centre,41 DUNDONALD ST,18,107,2017-10-13,61,Evaluation needs to be conducted in 1 year,17,3,3,3,2,N/A,3,3,4,3,N/A,3,3,3,3,3,4,4,3,2,N/A,S1322,43.666212621,-79.382200082,314284.363,4836036.604
2429078,4153782,2017,2017,1966,PRIVATE,12,Toronto-St. Paul's,45 DUNFIELD AVE,30,575,2017-10-13,75,Evaluation needs to be conducted in 2 years,20,4,3,4,3,4,1,4,4,4,4,3,4,5,4,3,4,4,4,4,5,S1228,NA,NA,313298.64,4840484.18
2429079,4155218,2017,2017,1982,SOCIAL HOUSING,03,Etobicoke-Lakeshore,256 SHELDON AVE,7,76,2017-10-13,66,Evaluation needs to be conducted in 2 years,18,4,4,3,3,3,4,3,3,3,N/A,3,3,5,3,3,3,N/A,3,3,3,W0331,43.6084801152,-79.5465065872,301030.182,4829616.243
2429080,4155217,2017,2017,1960,PRIVATE,03,Etobicoke-Lakeshore,270 SHELDON AVE,6,74,2017-10-13,74,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,5,N/A,3,4,3,3,4,5,3,4,4,4,3,4,N/A,W0331,43.6092105194,-79.5462107894,301054.105,4829697.381
2429081,4154763,2017,2017,1968,PRIVATE,16,Don Valley East,5 DUFRESNE CRT,28,218,2017-10-13,78,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,4,4,4,N/A,4,3,5,4,4,3,4,4,3,5,N1630,43.71503235,-79.330584834,318480.453,4841476.916
2429082,4155127,2017,2017,1992,SOCIAL HOUSING,05,York South-Weston,200 DORA SPENCER RD,9,125,2017-10-13,79,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,4,4,3,4,N/A,4,4,5,4,4,4,N/A,4,4,4,W0531,43.6917606066,-79.5050710659,304375.636,4838867.321
2429083,4153115,2017,2017,1930,PRIVATE,09,Davenport,109 GLENHOLME AVE,3,15,2017-10-13,64,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,3,N/A,3,N/A,3,3,2,5,3,3,3,N/A,4,3,N/A,S0928,43.678673828,-79.438492917,309743.431,4837416.085
2429084,4155219,2017,2017,1967,PRIVATE,03,Etobicoke-Lakeshore,625 EVANS AVE,11,85,2017-10-13,72,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,3,3,3,4,N/A,4,2,5,3,3,4,3,4,4,4,W0330,43.609663204,-79.550566638,300703.954,4829745.148
2429085,4154490,2017,2017,1962,PRIVATE,08,Eglinton-Lawrence,437 GLEN PARK AVE,4,43,2017-10-13,66,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,4,N/A,3,3,3,4,3,5,3,3,3,4,3,3,N/A,N0826,43.7075137673,-79.4552760493,308388.845,4840618.272
2429086,4153546,2017,2017,1968,PRIVATE,13,Toronto Centre,88 ISABELLA ST,14,82,2017-10-13,73,Evaluation needs to be conducted in 2 years,17,4,4,4,4,N/A,3,4,3,4,N/A,4,4,5,4,3,3,3,3,3,N/A,S1322,43.668725238,-79.381345576,314352.877,4836315.837
2429087,4153545,2017,2017,1917,PRIVATE,13,Toronto Centre,96 ISABELLA ST,4,28,2017-10-13,56,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,3,N/A,3,N/A,N/A,3,2,5,2,2,2,N/A,3,3,N/A,S1322,43.668954869,-79.380480475,314422.606,4836341.446
2429088,4153522,2017,2017,1960,PRIVATE,13,Toronto Centre,137 ISABELLA ST,7,56,2017-10-13,69,Evaluation needs to be conducted in 2 years,17,4,3,4,4,4,2,N/A,3,4,N/A,4,3,5,3,3,3,4,3,3,N/A,S1322,43.669152717,-79.376810925,314718.501,4836363.844
2429089,4153542,2017,2017,1955,PRIVATE,13,Toronto Centre,42 ISABELLA ST,4,24,2017-10-13,73,Evaluation needs to be conducted in 2 years,15,4,3,4,4,2,4,N/A,3,N/A,N/A,4,4,5,4,4,3,N/A,4,3,N/A,S1322,43.66829815,-79.383729477,314160.693,4836268.121
2429090,4154352,2017,2017,1950,PRIVATE,05,York South-Weston,2422 KEELE ST,3,10,2017-10-13,63,Evaluation needs to be conducted in 1 year,16,3,3,4,3,2,3,N/A,3,N/A,2,4,2,5,5,3,3,N/A,2,3,N/A,W0526,43.7104582053,-79.4787969775,306489.91,4840962.965
2429091,4154351,2017,2017,1950,PRIVATE,05,York South-Weston,2428 KEELE ST,3,10,2017-10-13,70,Evaluation needs to be conducted in 2 years,16,3,3,4,3,2,3,N/A,3,N/A,2,4,3,5,5,4,5,N/A,4,3,N/A,W0526,43.7106272814,-79.4788634923,306486.658,4840982.713
2429092,4155430,2017,2017,1960,PRIVATE,01,Etobicoke North,2386 ISLINGTON AVE,3,18,2017-10-13,68,Evaluation needs to be conducted in 2 years,15,3,3,4,3,N/A,3,N/A,3,N/A,N/A,4,2,5,3,4,3,4,4,3,N/A,W0130,43.72086112,-79.55824156,300091.5,4842102.895
2429093,4155421,2017,2017,1955,PRIVATE,01,Etobicoke North,2413 ISLINGTON AVE,6,52,2017-10-13,65,Evaluation needs to be conducted in 1 year,17,4,4,4,4,3,1,N/A,3,3,N/A,3,2,5,3,4,4,2,3,3,N/A,W0131,43.7237971189,-79.5587381746,300051.989,4842428.141
2429094,4155275,2017,2017,1960,PRIVATE,03,Etobicoke-Lakeshore,16 RIVERWOOD PKWY,5,45,2017-10-13,62,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,2,N/A,3,5,N/A,3,2,5,3,3,3,3,3,2,N/A,W0327,43.6390524323,-79.4890660176,305666.544,4833011.753
2429095,4155289,2017,2017,1958,PRIVATE,03,Etobicoke-Lakeshore,25 RIVERWOOD PKWY,4,50,2017-10-13,62,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,3,N/A,3,3,N/A,3,2,5,3,3,3,3,3,3,N/A,W0327,43.6398570764,-79.4888378299,305684.946,4833101.147
2429096,4155290,2017,2017,1958,PRIVATE,03,Etobicoke-Lakeshore,33 RIVERWOOD PKWY,4,50,2017-10-13,56,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,2,N/A,2,3,N/A,3,2,3,3,3,3,3,3,3,N/A,W0327,43.6402119345,-79.4896809434,305616.916,4833140.562
2429097,4154697,2017,2017,1962,PRIVATE,06,York Centre,4415 BATHURST ST,14,167,2017-10-13,67,Evaluation needs to be conducted in 2 years,18,4,3,4,4,3,4,3,3,3,N/A,3,3,5,3,3,3,3,3,3,N/A,N0624,43.7567677733,-79.4380041027,309776.827,4846091.036
2429098,4152722,2017,2017,1956,PRIVATE,21,Scarborough Centre,1525 BIRCHMOUNT RD,4,52,2017-10-13,74,Evaluation needs to be conducted in 2 years,16,3,4,4,4,3,4,3,5,N/A,N/A,3,3,5,4,3,3,N/A,4,4,N/A,E2128,43.759693301,-79.289071527,321768.472,4846436.669
2429099,4155324,2017,2017,1959,PRIVATE,02,Etobicoke Centre,2 BEXHILL CRT,4,14,2017-10-13,64,Evaluation needs to be conducted in 1 year,15,3,3,3,4,3,2,N/A,3,N/A,N/A,4,2,5,3,4,3,N/A,3,3,N/A,W0229,43.663088832,-79.520760506,303109.677,4835683.233
2429100,4155325,2017,2017,1959,PRIVATE,02,Etobicoke Centre,3 BEXHILL CRT,4,14,2017-10-13,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,N/A,3,N/A,N/A,3,2,5,3,4,3,N/A,3,3,N/A,W0229,43.662922178,-79.521001935,303090.201,4835664.724
2429101,4154601,2017,2017,1955,PRIVATE,06,York Centre,4114 BATHURST ST,4,17,2017-10-13,59,Evaluation needs to be conducted in 1 year,16,3,2,3,3,2,3,N/A,3,N/A,N/A,3,2,5,3,3,3,3,3,3,N/A,N0629,43.746147891,-79.4365743,309892.583,4844912.259
2429102,4153820,2017,2017,1968,PRIVATE,12,Toronto-St. Paul's,890 MOUNT PLEASANT RD,19,145,2017-10-13,79,Evaluation needs to be conducted in 2 years,20,4,3,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,3,3,4,S1221,43.7107286629,-79.3914657004,313530.971,4840980.259
2429103,4153059,2017,2017,1935,PRIVATE,04,Parkdale-High Park,34 NOBLE ST,3,18,2017-10-13,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,N/A,3,N/A,N/A,3,3,5,3,4,3,N/A,3,3,N/A,S0435,43.6428677432,-79.431388625,310319.871,4833437.692
2429104,4156512,2017,2017,1964,PRIVATE,06,York Centre,32 BROOKWELL DR,4,38,2017-10-13,68,Evaluation needs to be conducted in 2 years,17,4,4,3,3,3,4,N/A,4,4,N/A,2,3,4,3,4,3,4,4,2,N/A,N0625,43.7445721336,-79.4939808701,305269.367,4844734.321
2429105,4156484,2017,2017,1965,PRIVATE,06,York Centre,35 BROOKWELL DR,4,76,2017-10-13,70,Evaluation needs to be conducted in 2 years,18,3,3,3,3,4,3,4,4,4,N/A,3,3,5,3,4,4,3,3,4,N/A,N0625,43.7434121512,-79.4945396945,305224.364,4844605.449
2429106,4155677,2017,2017,1965,PRIVATE,06,York Centre,39 BROOKWELL DR,4,57,2017-10-13,68,Evaluation needs to be conducted in 2 years,18,3,3,4,3,4,3,4,4,4,N/A,2,3,5,3,4,3,3,3,3,N/A,N0625,43.7438340807,-79.4945341178,305224.811,4844652.324
2429107,4154459,2017,2017,1966,PRIVATE,06,York Centre,41-51 BROOKWELL DR,4,48,2017-10-13,62,Evaluation needs to be conducted in 1 year,18,3,4,4,2,3,3,4,4,4,N/A,2,3,5,2,3,4,2,2,2,N/A,N0625,43.744081781,-79.495035439,305180.295,4844713.736
2429108,4155128,2017,2017,1977,PRIVATE,05,York South-Weston,12 BUTTONWOOD AVE,4,40,2017-10-13,59,Evaluation needs to be conducted in 1 year,17,4,3,3,3,3,2,N/A,2,3,3,3,2,5,3,2,3,N/A,3,3,N/A,W0531,43.6911592011,-79.5020724213,304617.364,4838800.489
2429109,4156504,2017,2017,1966,PRIVATE,06,York Centre,41 BROOKWELL DR,4,38,2017-10-13,63,Evaluation needs to be conducted in 1 year,18,3,3,2,2,4,3,4,4,4,N/A,2,3,5,3,3,4,3,2,3,N/A,N0625,43.7440538624,-79.4951490688,305175.28,4844676.739
2429110,4155215,2017,2017,1954,PRIVATE,03,Etobicoke-Lakeshore,100 BROWNS LINE,3,22,2017-10-13,60,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,N/A,3,N/A,3,3,2,5,3,3,3,N/A,3,3,N/A,W0330,43.5952200747,-79.5429727048,301314.74,4828143.037
2429111,4154059,2017,2017,1955,PRIVATE,19,Beaches-East York,127 GLENWOOD CRES,3,57,2017-10-13,59,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,4,N/A,3,N/A,2,2,3,3,3,2,2,N/A,3,4,N/A,S1927,43.7025056164,-79.3120345151,319934.109,4840078.057
2429112,4153042,2017,2017,1957,PRIVATE,04,Parkdale-High Park,1 A ELM GROVE AVE,3,12,2017-10-13,57,Evaluation needs to be conducted in 1 year,14,3,3,2,3,N/A,3,N/A,3,N/A,N/A,3,3,3,3,3,3,N/A,2,3,N/A,S0436,43.6386867446,-79.4301347335,310421.409,4832973.29
2429113,4155317,2017,2017,1958,PRIVATE,02,Etobicoke Centre,14-16 ANGLESEY BLVD,4,24,2017-10-13,63,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,N/A,3,N/A,N/A,4,3,5,3,4,3,N/A,2,3,N/A,W0229,43.6652491637,-79.5211721402,303076.824,4835922.29
2429114,4155333,2017,2017,1955,PRIVATE,02,Etobicoke Centre,15 ANGLESEY BLVD,3,41,2017-10-13,53,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,2,N/A,2,N/A,N/A,3,2,3,3,3,3,N/A,3,2,N/A,W0229,43.6641882866,-79.5210515699,303086.51,4835804.43
2429115,4156439,2017,2017,1993,SOCIAL HOUSING,05,York South-Weston,33 GABIAN WAY,18,248,2017-10-13,54,Evaluation needs to be conducted in 1 year,19,3,3,3,2,2,3,2,2,3,3,3,3,3,3,2,2,N/A,3,3,3,W0533,43.6931197205,-79.4688639232,307294.354,4839018.662
2429116,4153173,2017,2017,1965,PRIVATE,11,University-Rosedale,11 WALMER RD,7,63,2017-10-13,56,Evaluation needs to be conducted in 1 year,19,4,3,3,3,4,3,3,2,4,2,3,2,3,2,3,3,2,2,2,N/A,S1126,43.6672444284,-79.4054073649,312412.84,4836147.849
2429117,4154600,2017,2017,1960,PRIVATE,06,York Centre,3908 BATHURST ST,4,29,2017-10-12,57,Evaluation needs to be conducted in 1 year,15,3,3,3,3,N/A,3,N/A,3,N/A,N/A,3,2,5,2,2,3,3,2,3,N/A,N0629,43.744444822,-79.4363242006,309913.126,4844722.107
2429118,4153057,2017,2017,1960,PRIVATE,04,Parkdale-High Park,1639 BLOOR ST W,6,46,2017-10-12,62,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,2,3,3,3,3,3,3,5,4,3,3,N/A,3,3,N/A,S0432,43.655402768,-79.455626577,308363.408,4834829.986
2429119,4154480,2017,2017,1961,PRIVATE,08,Eglinton-Lawrence,2700 BATHURST ST,10,149,2017-10-12,63,Evaluation needs to be conducted in 1 year,19,3,3,3,4,4,4,3,3,3,N/A,3,2,3,3,3,3,4,3,3,3,N0827,43.7090551064,-79.4281966082,310571.111,4840791.066
2429120,4154554,2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,3240 BATHURST ST,3,28,2017-10-12,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,N/A,3,N/A,N/A,3,3,5,4,3,3,N/A,3,3,N/A,N0823,43.7238042937,-79.4313359616,310316.773,4842429.412
2429121,4154868,2017,2017,1955,PRIVATE,16,Don Valley East,1 BIGGIN CRT,4,48,2017-10-12,66,Evaluation needs to be conducted in 2 years,18,4,4,4,2,3,3,N/A,2,3,3,3,3,5,3,3,3,4,4,3,N/A,N1628,43.7284796451,-79.3050102685,320493.467,4842964.937
2429122,4154867,2017,2017,1955,PRIVATE,16,Don Valley East,3 BIGGIN CRT,4,55,2017-10-12,61,Evaluation needs to be conducted in 1 year,17,3,4,4,3,3,3,N/A,1,3,N/A,3,3,3,3,2,4,4,3,3,N/A,N1628,43.7282648735,-79.3058539405,320425.555,4842940.919
2429123,4155194,2017,2017,1986,SOCIAL HOUSING,05,York South-Weston,3561 EGLINTON AVE W,16,140,2017-10-12,74,Evaluation needs to be conducted in 2 years,18,4,3,4,4,4,4,4,3,3,N/A,3,4,5,4,3,4,4,4,3,N/A,W0535,43.6858944242,-79.4926003199,305380.966,4838215.582
2429124,4156736,2017,2017,1951,PRIVATE,03,Etobicoke-Lakeshore,135 EIGHTH ST,4,47,2017-10-12,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,N/A,3,N/A,N/A,3,3,4,3,3,3,N/A,3,4,N/A,W0335,43.601151061,-79.506439811,304264.189,4828802.019
2429125,4155530,2017,2017,1992,SOCIAL HOUSING,03,Etobicoke-Lakeshore,3078 LAKE SHORE BLVD W,8,55,2017-10-12,66,Evaluation needs to be conducted in 2 years,19,3,3,3,4,3,4,4,3,2,N/A,3,3,5,3,3,3,4,4,3,3,W0335,43.5996125678,-79.5123632574,303793.135,4828621.572
2429126,4152759,2017,2017,1972,PRIVATE,21,Scarborough Centre,1375 MIDLAND AVE,13,144,2017-10-12,53,Evaluation needs to be conducted in 1 year,18,3,3,3,1,3,3,1,2,3,N/A,2,2,4,3,2,4,3,4,2,N/A,E2134,43.7499873653,-79.2636073728,323822.18,4845362.91
2429127,4154484,2017,2017,1992,SOCIAL HOUSING,08,Eglinton-Lawrence,525 LAWRENCE AVE W,8,133,2017-10-12,72,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,4,4,3,3,N/A,3,4,5,4,4,3,3,3,4,N/A,N0827,43.7186117701,-79.4314251429,310310.053,4841852.53
2429128,4154565,2017,2017,1954,PRIVATE,08,Eglinton-Lawrence,568 LAWRENCE AVE W,3,29,2017-10-12,68,Evaluation needs to be conducted in 2 years,15,3,3,4,3,3,3,N/A,4,N/A,N/A,3,4,5,3,3,4,N/A,3,3,N/A,N0823,43.718310388,-79.435578125,309975.181,4841819.729
2429129,4155686,2017,2017,2003,SOCIAL HOUSING,08,Eglinton-Lawrence,651 LAWRENCE AVE W,3,24,2017-10-12,63,Evaluation needs to be conducted in 1 year,19,3,3,3,3,3,3,3,4,3,N/A,3,2,5,3,3,4,3,3,3,3,N0827,43.7161036194,-79.4429013897,309385.499,4841573.16
2429130,4155501,2017,2017,1970,PRIVATE,03,Etobicoke-Lakeshore,2519 LAKE SHORE BLVD W,4,44,2017-10-12,61,Evaluation needs to be conducted in 1 year,17,3,3,3,2,3,4,N/A,3,N/A,3,2,3,5,3,3,3,4,3,2,N/A,W0336,43.610690629,-79.48977037,305628.08,4829849.455
2429131,4154164,2017,2017,1960,PRIVATE,15,Don Valley West,50 THORNCLIFFE PARK DR,6,57,2017-10-12,81,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,N/A,4,4,5,4,4,4,4,4,4,N/A,N1533,43.703361049,-79.342351105,317490.226,4840168.943
2429132,4154751,2017,2017,1992,SOCIAL HOUSING,18,Willowdale,422 WILLOWDALE AVE,4,16,2017-10-12,87,Evaluation needs to be conducted in 3 years,20,5,4,5,5,4,5,4,4,4,3,5,4,5,4,4,5,3,4,5,5,N1825,43.7782172975,-79.4059349081,312356.512,4848476.407
2429133,4154329,2017,2017,1979,PRIVATE,05,York South-Weston,1750 LAWRENCE AVE W,4,70,2017-10-12,63,Evaluation needs to be conducted in 1 year,20,3,3,4,3,3,3,3,3,3,3,3,3,5,3,4,4,2,3,2,3,W0528,43.7044910425,-79.4984382564,304910.354,4840281.583
2429134,4152660,2017,2017,1960,PRIVATE,21,Scarborough Centre,1911 VICTORIA PARK AVE,7,91,2017-10-12,61,Evaluation needs to be conducted in 1 year,18,4,4,3,3,3,1,3,3,4,N/A,3,3,4,3,2,2,4,3,3,N/A,E2126,43.7475988109,-79.3111844084,319991.247,4845087.78
2429135,4152662,2017,2017,1964,PRIVATE,21,Scarborough Centre,2255 VICTORIA PARK AVE,6,72,2017-10-12,79,Evaluation needs to be conducted in 2 years,18,4,5,4,3,5,4,4,3,4,N/A,4,3,5,4,3,4,5,4,3,N/A,E2121,43.762425831,-79.316612241,319550.204,4846734.954
2429136,4152663,2017,2017,1964,PRIVATE,21,Scarborough Centre,2265 VICTORIA PARK AVE,6,71,2017-10-12,81,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,N/A,4,4,5,4,4,4,4,4,4,4,E2121,43.762813962,-79.316783785,319536.297,4846778.044
2429137,4155125,2017,2017,1960,PRIVATE,05,York South-Weston,1321 WESTON RD,3,10,2017-10-12,64,Evaluation needs to be conducted in 1 year,14,3,3,2,3,N/A,2,N/A,4,N/A,N/A,4,3,5,3,3,3,N/A,4,3,N/A,W0531,43.6898644553,-79.4968078854,305041.755,4838656.633
2429138,4154898,2017,2017,1960,PRIVATE,16,Don Valley East,21 WELSFORD GDNS,15,154,2017-10-12,63,Evaluation needs to be conducted in 1 year,18,4,4,4,3,2,3,3,3,3,N/A,3,3,4,3,3,3,2,3,4,N/A,N1625,43.7525195774,-79.3152926734,319659.157,4845633.706
2429139,4154718,2017,2017,1963,PRIVATE,18,Willowdale,6000 YONGE ST,18,265,2017-10-12,53,Evaluation needs to be conducted in 1 year,19,2,2,4,2,3,3,3,2,3,3,3,3,3,2,1,3,3,3,2,N/A,N1822,43.7883911434,-79.4180400688,311380.957,4849605.708
